"id","time","kemendagri_kabupaten_kode","kemendagri_kabupaten_nama","street","type","avg_location","total_records","date"
5930351,2022-07-06 00:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.62634049999998, -6.962361499999998]",120,2022-07-06
5930352,2022-07-06 00:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",60,2022-07-06
5930353,2022-07-06 00:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.69057999999981, -6.959956500000006]",120,2022-07-06
5930354,2022-07-06 00:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,WEATHERHAZARD,"[107.65976500000006, -6.902228999999994]",60,2022-07-06
5930355,2022-07-06 00:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999973, -6.945608999999994]",240,2022-07-06
5930356,2022-07-06 00:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",60,2022-07-06
5930357,2022-07-06 00:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000005, -6.946127500000003]",120,2022-07-06
5930358,2022-07-06 00:00:00.000,"32.73",KOTA BANDUNG,,ROAD_CLOSED,"[107.69066199999999, -6.958103499999996]",120,2022-07-06
5930365,2022-07-06 01:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000005, -6.946127500000002]",122,2022-07-06
5930359,2022-07-06 01:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.62634049999998, -6.962361499999999]",122,2022-07-06
5930366,2022-07-06 01:00:00.000,"32.73",KOTA BANDUNG,,ROAD_CLOSED,"[107.69066199999999, -6.958103499999999]",122,2022-07-06
5930360,2022-07-06 01:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",61,2022-07-06
5930361,2022-07-06 01:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.6905799999998, -6.959956500000007]",122,2022-07-06
5930362,2022-07-06 01:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,WEATHERHAZARD,"[107.65976500000006, -6.902228999999994]",61,2022-07-06
5930363,2022-07-06 01:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999973, -6.945608999999994]",244,2022-07-06
5930364,2022-07-06 01:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",61,2022-07-06
5930374,2022-07-06 02:00:00.000,"32.73",KOTA BANDUNG,,ROAD_CLOSED,"[107.69066199999999, -6.958103499999996]",120,2022-07-06
5930367,2022-07-06 02:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.62634049999997, -6.962361499999999]",120,2022-07-06
5930368,2022-07-06 02:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",60,2022-07-06
5930369,2022-07-06 02:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.6905799999998, -6.959956500000006]",120,2022-07-06
5930370,2022-07-06 02:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,WEATHERHAZARD,"[107.65976500000006, -6.902228999999994]",60,2022-07-06
5930371,2022-07-06 02:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999975, -6.945608999999997]",240,2022-07-06
5930372,2022-07-06 02:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",60,2022-07-06
5930373,2022-07-06 02:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000006, -6.946127500000002]",120,2022-07-06
5930375,2022-07-06 03:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.62634049999998, -6.962361499999998]",120,2022-07-06
5930376,2022-07-06 03:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",60,2022-07-06
5930382,2022-07-06 03:00:00.000,"32.73",KOTA BANDUNG,,ROAD_CLOSED,"[107.69066199999999, -6.958103499999996]",120,2022-07-06
5930377,2022-07-06 03:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.69057999999981, -6.959956500000006]",120,2022-07-06
5930378,2022-07-06 03:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,WEATHERHAZARD,"[107.65976500000006, -6.902228999999994]",60,2022-07-06
5930379,2022-07-06 03:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999973, -6.945608999999994]",240,2022-07-06
5930380,2022-07-06 03:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",60,2022-07-06
5930381,2022-07-06 03:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000005, -6.946127500000003]",120,2022-07-06
5930388,2022-07-06 04:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",60,2022-07-06
5930387,2022-07-06 04:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999976, -6.945608999999994]",240,2022-07-06
5930389,2022-07-06 04:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000006, -6.946127500000001]",120,2022-07-06
5930391,2022-07-06 04:00:00.000,"32.73",KOTA BANDUNG,,ROAD_CLOSED,"[107.69066199999999, -6.9581034999999964]",120,2022-07-06
5930390,2022-07-06 04:00:00.000,"32.73",KOTA BANDUNG,Pagarsih,JAM,"[107.59087900000003, -6.922394999999998]",18,2022-07-06
5930383,2022-07-06 04:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.6263405, -6.9623615]",120,2022-07-06
5930384,2022-07-06 04:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",60,2022-07-06
5930385,2022-07-06 04:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.69057999999981, -6.959956500000006]",120,2022-07-06
5930386,2022-07-06 04:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,WEATHERHAZARD,"[107.65976500000006, -6.902228999999994]",60,2022-07-06
5930397,2022-07-06 05:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",60,2022-07-06
5930392,2022-07-06 05:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.62634049999997, -6.962361499999999]",120,2022-07-06
5930393,2022-07-06 05:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",60,2022-07-06
5930394,2022-07-06 05:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.69057999999978, -6.959956500000006]",120,2022-07-06
5930395,2022-07-06 05:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,WEATHERHAZARD,"[107.65976500000006, -6.902228999999994]",60,2022-07-06
5930396,2022-07-06 05:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999976, -6.945608999999994]",240,2022-07-06
5930398,2022-07-06 05:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000008, -6.9461275]",120,2022-07-06
5930399,2022-07-06 05:00:00.000,"32.73",KOTA BANDUNG,Pagarsih,JAM,"[107.59087900000002, -6.922394999999999]",14,2022-07-06
5930400,2022-07-06 05:00:00.000,"32.73",KOTA BANDUNG,,ROAD_CLOSED,"[107.69066199999999, -6.9581034999999964]",120,2022-07-06
5930408,2022-07-06 06:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",60,2022-07-06
5930410,2022-07-06 06:00:00.000,"32.73",KOTA BANDUNG,,ROAD_CLOSED,"[107.69066199999999, -6.958103499999995]",120,2022-07-06
5930409,2022-07-06 06:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000009, -6.9461275]",120,2022-07-06
5930401,2022-07-06 06:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.62634049999997, -6.962361499999999]",120,2022-07-06
5930402,2022-07-06 06:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",60,2022-07-06
5930403,2022-07-06 06:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.69057999999978, -6.959956500000006]",120,2022-07-06
5930404,2022-07-06 06:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,WEATHERHAZARD,"[107.65976500000006, -6.902228999999994]",60,2022-07-06
5930405,2022-07-06 06:00:00.000,"32.73",KOTA BANDUNG,Jenderal AH Nasution,JAM,"[107.70117723529403, -6.913920627450981]",51,2022-07-06
5930406,2022-07-06 06:00:00.000,"32.73",KOTA BANDUNG,Kaum Kaler,JAM,"[107.70153299999998, -6.9133039999999975]",17,2022-07-06
5930407,2022-07-06 06:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999976, -6.945608999999994]",240,2022-07-06
5930428,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,,ROAD_CLOSED,"[107.69066199999999, -6.958103499999995]",122,2022-07-06
5930411,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Andir,JAM,"[107.58510435714285, -6.917000535714286]",28,2022-07-06
5930412,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.62632783606561, -6.962350065573768]",122,2022-07-06
5930413,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",61,2022-07-06
5930414,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Dr Djundjunan,JAM,"[107.59027299999994, -6.8961140000000025]",30,2022-07-06
5930415,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.6905799999998, -6.959956500000007]",122,2022-07-06
5930416,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Mohammad Toha,WEATHERHAZARD,"[107.61025000000004, -6.956391999999996]",30,2022-07-06
5930417,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,JAM,"[107.65866315254232, -6.902241898305087]",59,2022-07-06
5930418,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,WEATHERHAZARD,"[107.65976500000006, -6.902228999999994]",61,2022-07-06
5930419,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Jenderal AH Nasution,JAM,"[107.67224464444448, -6.905886155555552]",45,2022-07-06
5930420,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Kaum Kaler,JAM,"[107.70153299999998, -6.9133039999999975]",15,2022-07-06
5930421,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999976, -6.945608999999995]",244,2022-07-06
5930422,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",61,2022-07-06
5930423,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000005, -6.946127500000001]",122,2022-07-06
5930424,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,N11 Soekarno-Hatta,JAM,"[107.63925460000002, -6.946320180000007]",50,2022-07-06
5930425,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,Rajawali Timur,JAM,"[107.58563, -6.915817]",5,2022-07-06
5930426,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,,ACCIDENT,"[107.67254000000001, -6.920419]",13,2022-07-06
5930427,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,,JAM,"[107.680512125, -6.9215348125]",16,2022-07-06
5930429,2022-07-06 07:00:00.000,"32.73",KOTA BANDUNG,,WEATHERHAZARD,"[107.67255100000001, -6.9204110000000005]",14,2022-07-06
5930442,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Panjunan,JAM,"[107.59945814285717, -6.930090285714286]",14,2022-07-06
5930445,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,,ACCIDENT,"[107.67253999999986, -6.920418999999995]",60,2022-07-06
5930444,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Terusan Buah Batu,JAM,"[107.63885299999995, -6.954049999999997]",27,2022-07-06
5930443,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Sederhana,JAM,"[107.59939200000001, -6.891526]",3,2022-07-06
5930446,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,,JAM,"[107.69822795833329, -6.9240143958333356]",48,2022-07-06
5930430,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Andir,JAM,"[107.58510725373135, -6.916934701492542]",67,2022-07-06
5930431,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.62628900000021, -6.962314999999994]",120,2022-07-06
5930432,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",60,2022-07-06
5930433,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Gardujati,JAM,"[107.59822800000002, -6.917095000000001]",6,2022-07-06
5930434,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.69057999999981, -6.959956500000006]",120,2022-07-06
5930435,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Mohammad Toha,WEATHERHAZARD,"[107.61025, -6.956392]",2,2022-07-06
5930436,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,WEATHERHAZARD,"[107.65976500000006, -6.902228999999994]",60,2022-07-06
5930437,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Jenderal AH Nasution,JAM,"[107.6686142758621, -6.904219034482762]",29,2022-07-06
5930448,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,,WEATHERHAZARD,"[107.67255100000003, -6.9204110000000005]",17,2022-07-06
5930447,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,,ROAD_CLOSED,"[107.69066199999999, -6.958103499999997]",120,2022-07-06
5930438,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999975, -6.945608999999994]",240,2022-07-06
5930439,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",60,2022-07-06
5930440,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000008, -6.946127500000001]",120,2022-07-06
5930441,2022-07-06 08:00:00.000,"32.73",KOTA BANDUNG,N11 Soekarno-Hatta,JAM,"[107.6386064615385, -6.9465020769230765]",13,2022-07-06
5930472,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Suniaraja,JAM,"[107.60277300000003, -6.916114999999999]",24,2022-07-06
5930475,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,,ROAD_CLOSED,"[107.69066199999999, -6.958103499999995]",120,2022-07-06
5930474,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,,ACCIDENT,"[107.67253999999993, -6.920418999999999]",48,2022-07-06
5930449,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Akses Tol Pasteur,JAM,"[107.57885799999998, -6.8913169999999955]",30,2022-07-06
5930450,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 1,JAM,"[107.62718799999998, -6.955099999999998]",25,2022-07-06
5930451,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.62628900000023, -6.962314999999993]",120,2022-07-06
5930452,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",60,2022-07-06
5930453,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Dr Djundjunan,JAM,"[107.595057, -6.899472000000001]",8,2022-07-06
5930454,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Dr Setiabudi,JAM,"[107.59376000000006, -6.867797999999995]",30,2022-07-06
5930455,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Gatot Subroto,WEATHERHAZARD,"[107.61826599999996, -6.9224539999999966]",30,2022-07-06
5930456,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.69057999999983, -6.959956500000006]",120,2022-07-06
5930457,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Pasteur 2,JAM,"[107.57378615384617, -6.89042376923077]",13,2022-07-06
5930458,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Pasteur 2,WEATHERHAZARD,"[107.57348399999992, -6.890330000000005]",46,2022-07-06
5930459,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,HOS Cokroaminoto,JAM,"[107.59735199999992, -6.897770000000002]",31,2022-07-06
5930460,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,WEATHERHAZARD,"[107.65976500000006, -6.902228999999994]",60,2022-07-06
5930461,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999975, -6.945608999999994]",240,2022-07-06
5930462,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",60,2022-07-06
5930463,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,LLRE Martadinata,JAM,"[107.62807799999999, -6.912001000000002]",8,2022-07-06
5930464,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Merdeka,WEATHERHAZARD,"[107.61024499999996, -6.908932999999997]",31,2022-07-06
5930465,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000006, -6.946127500000002]",120,2022-07-06
5930466,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,N11 Jalan Raya Cibiru,JAM,"[107.72321000000007, -6.933425999999998]",30,2022-07-06
5930467,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,N11 Soekarno-Hatta,JAM,"[107.64433999999996, -6.9446920000000025]",31,2022-07-06
5930468,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Panjunan,JAM,"[107.59928655102041, -6.930073959183678]",49,2022-07-06
5930469,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Rajawali Timur,JAM,"[107.58913400000003, -6.916366999999999]",10,2022-07-06
5930470,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Sederhana,JAM,"[107.59939200000005, -6.891526]",36,2022-07-06
5930471,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Sederhana,WEATHERHAZARD,"[107.5985703389831, -6.894553559322035]",59,2022-07-06
5930473,2022-07-06 09:00:00.000,"32.73",KOTA BANDUNG,Terusan Buah Batu,JAM,"[107.638853, -6.95405]",4,2022-07-06
5930491,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000006, -6.946127500000002]",120,2022-07-06
5930476,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Akses Tol Pasteur,JAM,"[107.57908200000007, -6.891402999999998]",31,2022-07-06
5930477,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Arah Cihampelas/Pasteur/Pajajaran,JAM,"[107.60515, -6.90003]",3,2022-07-06
5930478,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 1,JAM,"[107.627188, -6.955100000000001]",6,2022-07-06
5930479,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.62628900000021, -6.962314999999993]",120,2022-07-06
5930480,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",60,2022-07-06
5930481,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Cibolerang,JAM,"[107.5799067586207, -6.952534827586208]",29,2022-07-06
5930482,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Cikutra Barat,JAM,"[107.62714000000004, -6.891355000000003]",31,2022-07-06
5930483,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Dr Djundjunan,JAM,"[107.5963194827586, -6.900106517241381]",29,2022-07-06
5930484,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Dr Setiabudi,JAM,"[107.59598800000002, -6.862011000000001]",8,2022-07-06
5930485,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.6905799999998, -6.959956500000006]",120,2022-07-06
5930486,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Jenderal Ahmad Yani,WEATHERHAZARD,"[107.65976499999994, -6.902229000000004]",26,2022-07-06
5930487,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999973, -6.945608999999996]",240,2022-07-06
5930488,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",60,2022-07-06
5930489,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Merdeka,JAM,"[107.61059900000006, -6.910102999999999]",27,2022-07-06
5930490,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Merdeka,WEATHERHAZARD,"[107.61053499999996, -6.911015999999999]",27,2022-07-06
5930492,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,N11 Soekarno-Hatta,JAM,"[107.63595850980386, -6.947214411764702]",51,2022-07-06
5930493,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Prof Mochtar Kusumaatmadja,JAM,"[107.596225, -6.900227]",8,2022-07-06
5930494,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Rajawali Timur,JAM,"[107.58913400000002, -6.916366999999999]",22,2022-07-06
5930495,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Sederhana,WEATHERHAZARD,"[107.59867000000001, -6.89416]",14,2022-07-06
5930496,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Siliwangi,JAM,"[107.60653099999995, -6.884494000000001]",22,2022-07-06
5930497,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Suniaraja,JAM,"[107.60277299999998, -6.916114999999999]",8,2022-07-06
5930498,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,Tol Padaleunyi,JAM,"[107.68512700000002, -6.969044999999997]",24,2022-07-06
5930499,2022-07-06 10:00:00.000,"32.73",KOTA BANDUNG,,ROAD_CLOSED,"[107.69066199999999, -6.958103499999996]",120,2022-07-06
5930507,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Diponegoro,JAM,"[107.62119399999997, -6.901152999999995]",30,2022-07-06
5930501,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Arah Cihampelas/Pasteur/Pajajaran,JAM,"[107.60514999999998, -6.900029999999995]",33,2022-07-06
5930502,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Arah Pasirkoja/Padalarang/Jakarta,JAM,"[107.69111800000005, -6.969679000000005]",30,2022-07-06
5930503,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Batununggal Indah 2,WEATHERHAZARD,"[107.62628900000021, -6.962314999999993]",120,2022-07-06
5930504,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,JAM,"[107.59335999999998, -6.9583670000000035]",30,2022-07-06
5930505,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Cibaduyut Raya,ROAD_CLOSED,"[107.59526000000004, -6.9472129999999925]",60,2022-07-06
5930506,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Cibolerang,JAM,"[107.58018635294117, -6.952585294117648]",34,2022-07-06
5930508,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Dr Djundjunan,JAM,"[107.59623899999998, -6.9000910000000015]",8,2022-07-06
5930509,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Dr Setiabudi,JAM,"[107.59598800000002, -6.862010999999998]",25,2022-07-06
5930510,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Gerbang Tol Gede Bage,ROAD_CLOSED,"[107.69057999999981, -6.959956500000006]",120,2022-07-06
5930511,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Jalan Raya Lembang,JAM,"[107.59834349253737, -6.838784656716414]",67,2022-07-06
5930512,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Jenderal AH Nasution,JAM,"[107.6957704545455, -6.91370109090909]",44,2022-07-06
5930513,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,KH Wahid Hasyim,ROAD_CLOSED,"[107.58966274999975, -6.945608999999994]",240,2022-07-06
5930514,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Leuwipanjang,ROAD_CLOSED,"[107.595139, -6.947390999999995]",60,2022-07-06
5930515,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Merdeka,JAM,"[107.61056888571427, -6.91054054285714]",35,2022-07-06
5930516,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,N11 Flyover Kopo-Cibaduyut,ROAD_CLOSED,"[107.59261600000006, -6.9461275]",120,2022-07-06
5930517,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,N11 Soekarno-Hatta,JAM,"[107.6342239333333, -6.94772317777778]",45,2022-07-06
5930518,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Pangeran Kornel,JAM,"[107.613614, -6.899286999999996]",30,2022-07-06
5930519,2022-07-06 11:00:00.000,"32.73",KOTA BANDUNG,Prof Dr Surya Sumantri,JAM,"[107.58134500000004, -6.891302999999996]",24,2022-07-06
